name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
awesome-awesomeness,0.20343780517578122,0.24029602225602828,0.1434202943990801,5.076072714176387e-05,0.017928421726811517,1.0400623457482405,1.8288678867577718e-05
machine-learning-for-software-engineers,0.37360191345214844,0.5550941849150982,0.8048333588650497,0.019679487668169033,1.0347271528261768,8.240150919916782e-13,0.9162309252152717
ML-For-Beginners,1.1028289794921875,0.0687046284159068,0.12340394626417787,1.0347820304831624e-05,0.21654402019670124,9.658791483796437e-07,0.0035638619192016447
awesome-electron,1.367034912109375,0.049617203219569944,0.12568033104032209,0.03469856045437709,0.07754527525847017,1.2159490431054704e-14,0.010161849344668199
what-happens-when,3.9496326446533203,0.5010742477675743,0.18339675754358656,1.1776099039436132,1.1441935325771764,0.00017104477349492468,2.8585014634062874e-17
architecture-components-samples,4.852762222290039,0.17859815293946477,0.7081026462765979,0.07094001371068678,0.03245167864226183,0.08149582656210864,5.995056686899873e-07
react-redux-links,5.008296966552734,0.0006874013195253363,1.1127928242143454e-05,0.003284386906651787,2.421443227731393e-05,7.793512514728952e-05,3.934220530814785e-05
modern-unix,5.253696441650391,0.06292212733175909,0.27063290815443414,0.03496852732486118,0.009009197096909947,1.295571068470209e-09,2.7870190662546622e-09
Apollo-11,5.301713943481445,0.33472428662302656,0.49445724401489927,0.3753283879375941,0.41204824832535397,8.305223390327654e-10,0.3917875520067633
awesome-interview-questions,5.976591110229492,0.23146755060677876,0.22320527003698576,0.17321865509382434,0.7609138246847857,2.51930362269685e-12,3.2157785373464045e-09
awesome-react,6.232776641845703,0.13406900858994555,0.14216465499587042,0.18399992798409764,0.3393847501066122,1.7616130616724048e-09,0.004795708101534438
awesome-nodejs,12.116374969482422,0.4098544984951471,0.4015655211785209,0.3954752154604858,1.1640393464462557,5.8559357374791604e-05,0.08813385003309843
handson-ml2,12.351179122924805,0.3138873411120203,0.6389745937754742,0.8972472955450733,0.033184533975587516,7.086806029796271e-17,3.028226396671156e-05
gold-miner,12.948808670043945,0.4751469767222785,0.459378218469795,0.8983964786525093,0.33571054326937383,0.34601099216320386,0.3362386510565102
shadowsocks-windows,13.990440368652344,0.21007454025310204,0.3406124802529156,0.6592027026291004,0.05055544713422149,2.0369825865689227e-06,3.4266686237819e-08
free-programming-books,14.403228759765623,2.032017324346988,2.0293473091590806,2.0657023605741043,1.8534854050832774,2.1692676612592208,2.0422838856592582
awesome-php,14.526844024658203,0.37003986246825576,0.2759499615028388,0.27608882132892704,0.1330419297092868,0.9438914297795706,0.2212271700206554
ipfs,14.589996337890627,0.45313582716488365,0.3254768525932222,1.8519588851488529,0.019113137456052958,0.01975029503072269,0.04937996559556748
awesome-for-beginners,14.683094024658203,0.8693403384483014,1.1797724399106406,1.0115080149045563,1.296581570410226,0.4676025706554384,0.3912370963606456
styleguide,14.788036346435545,0.5092358244255442,1.6511638266937647,0.05574708575462374,0.7010927197027034,1.8082643019806794e-06,0.13817368171232716
You-Dont-Know-JS,14.903068542480469,0.9537790980730501,0.9533701692511544,0.31985254892854686,1.5979506487442872,0.01779651649097164,1.8799256069502903
javascript-questions,15.302228927612305,0.3176665990672983,0.6200287183649115,0.016026412292271464,0.8286731504475597,0.011419473681681431,0.11218524055006733
polymer,15.538558959960938,0.052268349238825416,0.2424611241017152,2.0287639927115025e-05,0.0008837202661579807,8.174228959321654e-08,0.01797653244403721
the-swift-programming-language-in-chinese,15.678825378417969,0.1699242673785573,0.1549604186957929,0.1822760671146724,0.2927981016442349,0.10617336252204482,0.11341338691604139
shadowsocks-android,18.561248779296875,0.8421553435044664,0.4844424371874336,2.3738758826660216,0.7084286647806914,0.2653040493561714,0.3787256835320135
awesome-cpp,21.33829116821289,0.6106183634854782,0.7027891662060044,0.29714635048086574,0.8148476829857768,0.45309353076428355,0.7852150869904604
the-book-of-secret-knowledge,21.628007888793945,0.5178227827150338,1.4279780022184965,3.948031581064513e-06,0.285719238154574,0.875399667148588,1.3058021929785649e-05
learn-regex,21.84539794921875,0.47566449984108256,0.07223982761566783,1.2597024882388703,0.9322921491242321,0.11408408895842925,3.945268213243144e-06
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,22.731304168701172,0.8067329979337832,2.407112054191127,0.6270764698988461,0.12017010511042091,0.26667870623556433,0.6126276542329571
bulma,23.141403198242188,0.5118848287457661,0.8037929845402311,1.284653160035983,0.40958686828897184,0.0008849060906549826,0.06050622477298983
SpaceVim,24.596519470214844,0.5342609532169764,0.6752237103391163,0.8264360291325327,0.6233165466565525,2.0409516917330677e-11,0.5463284799362712
foundation-sites,25.012664794921875,0.3675339508401454,0.2561529314428725,1.3915642885816126,0.1451758668531511,3.7848351003374995e-18,0.04477666732309065
vim-plug,25.631027221679688,1.035275822884673,0.7881194549723395,3.2448990738566525,0.5901825413074184,0.0014592739186380013,0.5517187703683165
leakcanary,25.977039337158203,0.3846364990976018,0.7349746050345562,0.7732432043095406,0.11558750446817408,0.012789793004545346,0.286587388671193
fucking-algorithm,28.110694885253906,0.7273105286502864,2.639695037886639,0.4491950289664104,0.3066246169201172,0.0004996010176936148,0.24053835846057242
YesPlayMusic,28.217763900756836,0.41171411401355595,0.7580815565653474,0.4973099021350281,0.4383216305925155,0.0886090889579998,0.27624839181688887
animate.css,28.56022834777832,0.7790005091013854,2.4619073926089827,0.20881498393399758,1.2127745101655596,4.1269559946141775e-05,0.011464389238440599
Files,30.525665283203125,1.9901472334823869,1.5221111073867446,0.918517540541014,2.307190708316599,3.4444700924541745,1.7584467187134003
mastodon,33.67319107055664,0.9580964181187308,0.24606245331887927,0.3435578158861478,1.5361771094244534,0.6281810280087415,2.0365036839554316
Front-end-Developer-Interview-Questions,39.42181587219238,0.6970252688409835,0.6736144300568472,0.4549923421575114,1.4822213308420258,1.823056401275691e-17,0.8742982411485328
architecture-samples,39.609270095825195,0.6239650455273626,0.6362792926011095,1.5994120540153525,0.7042693917925235,0.029651797932224604,0.1502126912956034
api-guidelines,40.21908760070801,1.0657091144942474,0.6955282349981802,0.5412285563849141,0.9675963854206944,2.195656272787382,0.9285361228800674
shellcheck,40.30814170837402,1.320692834671389,2.507127625757188,2.4947441797274794,1.281647791882393,0.028498000314479317,0.29144657567540694
jekyll,40.56878089904785,1.5291298080287172,2.0258352796953067,2.805115970424782,1.4695127464020907,1.0618237586942485,0.2833612849271589
material-design-icons,42.047080993652344,0.7379277727908866,1.445689265115936,1.5991700209950364,0.6291203821592303,9.064884770650894e-19,0.015659195684230586
computer-science,42.11869239807129,1.1423516494836083,2.237884918262226,0.8294037834573108,1.1045146982091187,1.0365706757218087,0.5033841717675779
sheetjs,42.41443634033203,1.3082204967096325,1.190466858048962,2.378497964363071,1.1517732038420252,0.008108834380437193,1.8122556229136668
uptime-kuma,42.438926696777344,1.7534283532211692,3.0844126001789505,1.7290049561944507,1.096731697194641,1.0831705243274379,1.7738219882103672
flow,42.889366149902344,0.7326529791013752,0.79277829783804,1.274992872103461,1.5005405026274432,0.02064794274634662,0.07430528019158499
awesome-compose,45.83188056945801,0.9793765558559562,0.5033266324567708,0.5797517109429785,2.119448364599959,0.5052478526036353,1.189108218676437
profile-summary-for-github,47.97689437866211,0.31603815567898386,0.10331080097003659,0.7380084799635566,0.36769693741405646,0.046963032917040126,0.3242115271302295
google-research,48.212318420410156,1.2185567833637923,1.315251509087839,2.453939661928518,2.3085952320140346,0.011726932745771223,0.003270581042798725
design-resources-for-developers,48.352670669555664,1.0084071638954026,2.587270882958338,0.295164572277521,1.1942842505195705,0.34137070380202666,0.6239454099195556
tabler,50.47910690307618,2.7869729928741385,4.2461073859319365,1.8911081621330994,2.7257281434469154,1.7860295033992113,3.2858917694595298
element,50.61766624450683,1.423258312749651,1.3568467072921704,2.6139406961350153,2.6996184134329657,2.195731031522732e-06,0.4458835511570716
v,56.59688949584961,1.5583651888784034,1.5905224895332544,2.2009724926784635,1.5686471043868992,0.8810024837614385,1.5506813740319607
wiki,56.65992736816406,1.30212070553,0.3493557501468146,0.0003262128510205139,2.95766671854195,1.3023802212701243,1.9008746248400907
coc.nvim,57.22522735595703,2.5183841673391365,2.4256637486772488,2.2451206293345782,3.414201480952127,0.3354199111351328,4.171515066596593
linux-command,57.894258499145515,2.4890547709788167,3.201791835934914,2.1795931710390577,3.215214343307199,1.0428639349679625,2.80581056964495
Magisk,63.68444442749024,1.1145424959700931,1.273860679791068,1.540463309530403,1.4425868000689006,0.05219710719147083,1.2636045832686242
coding-interview-university,64.56378936767578,2.303024544346561,2.474925582578015,1.9196184348563847,2.626433781725429,1.0269800606928647,3.467164861880113
brew,65.65031051635742,2.4360099791755174,1.6426710511947424,3.5960978737268166,2.214305112015986,2.5841303279694214,2.1428455309706216
COVID-19,68.2441520690918,1.9992626438342023,1.4209357733373875,1.6798434605166468,3.295684177617219,0.0017386596432699866,3.5981111480564865
build-your-own-x,68.90129089355469,1.0787181554060186,1.1746172078059516,0.9260243027515771,1.9763155049034076,0.022051477960590756,1.294582283608567
devdocs,70.79778671264648,2.0336209295020935,2.351604711261604,2.4008286640651275,2.5446161945629813,0.7276146866657347,2.143440390955022
okhttp,72.64068603515625,1.7629884314209991,2.2979763617776063,1.753893693114486,2.1092431935505416,0.6155352133273977,2.038293695334964
hoppscotch,72.76294708251953,2.49069209196716,2.7935908228543824,2.711570101035826,3.104992011744878,1.598449794674213,2.2448577295265
composer,73.35187911987305,1.7331022057599565,1.0383809247421214,1.918722279196947,3.354411673320459,0.9553972025259031,1.3985989490143507
pandoc,76.98551177978516,2.873396089506763,2.749593238653614,3.3244960836474493,3.597914210442161,1.6518651686272638,3.043111746163327
monolog,80.21247863769531,1.4913654575824828,1.663398904846455,2.239201344192979,1.5993266027450805,1.1909014310653079,0.763999005062592
homebrew-cask,81.05518341064453,2.676871421100892,4.3259573800950415,1.5135315861029643,4.654238946581673,2.008239000224507,0.8823901925002768
penpot,82.6041030883789,3.491043895460667,3.7916448228136526,3.6166711550319053,4.121897768442772,2.6502474333440396,3.2747582976709664
kong,84.74462509155273,3.1540249284910757,2.9695341700714946,1.4888971354015863,4.326434649484595,2.8623775719473072,4.122881115550395
flutter,85.07322311401367,3.8715419890379854,0.8812516806978512,3.2227939533933108,5.088785201210374,5.058321418413534,5.106557691474858
julia,85.55084228515625,3.6294833958229566,3.3221508514296794,3.091727444035497,4.534982821793866,3.1094266742215697,4.08912918763417
framework,90.2939224243164,4.2665765734441825,4.790723792551615,3.99583163265731,4.965546417282836,3.79886657457258,3.781914450156574
metasploit-framework,90.4243278503418,3.675220166440912,3.1744924449275533,2.7396822089757573,4.209188347189027,4.330101559371151,3.9226362717410717
nocodb,93.07479858398438,4.731121911619519,5.391146306378383,4.867950425802544,4.929252220879721,3.717699392215886,4.749561212821065
PowerShell,94.51910018920898,3.85476555852036,4.463246319067112,2.6643687962780174,4.514262578818183,4.195863866538235,3.4360862319002514
logseq,94.69812393188477,3.7438790701173383,3.2335954594297944,4.176507513244095,3.645304176761111,3.7521935946675837,3.9117946064841056
neovim,97.61281967163086,4.601937430859029,3.9543508507593743,5.042208411683052,5.089573805062871,3.825578638375552,5.097975448414292
