repo_id,repo_name,org_id,org_login,repo_language,repo_license
54346799,public-apis/public-apis,51121562,public-apis,Python,MIT License
11730342,vuejs/vue,6128107,vuejs,TypeScript,MIT License
10270250,facebook/react,69631,facebook,JavaScript,MIT License
2126244,twbs/bootstrap,2918581,twbs,JavaScript,MIT License
126577260,trekhleb/javascript-algorithms,0,,JavaScript,MIT License
291137,ohmyzsh/ohmyzsh,22552083,ohmyzsh,Shell,MIT License
63476337,TheAlgorithms/Python,20487725,TheAlgorithms,Python,MIT License
41881900,microsoft/vscode,6154722,microsoft,TypeScript,MIT License
6498492,airbnb/javascript,698437,airbnb,JavaScript,MIT License
19415064,ossu/computer-science,14957346,ossu,,MIT License
9384267,electron/electron,13409222,electron,C++,MIT License
63537249,facebook/create-react-app,69631,facebook,JavaScript,MIT License
70107786,vercel/next.js,14985020,vercel,JavaScript,MIT License
23088740,axios/axios,32372333,axios,JavaScript,MIT License
21540759,avelino/awesome-go,0,,Go,MIT License
576201,mrdoob/three.js,0,,JavaScript,MIT License
133442384,denoland/deno,42048915,denoland,TypeScript,MIT License
100060912,microsoft/terminal,6154722,microsoft,C++,MIT License
24195339,angular/angular,139426,angular,TypeScript,MIT License
138393139,trimstray/the-book-of-secret-knowledge,0,,,MIT License
88011908,practical-tutorials/project-based-learning,89421154,practical-tutorials,,MIT License
184456251,microsoft/PowerToys,6154722,microsoft,C++,MIT License
62607227,yangshun/tech-interview-handbook,0,,TypeScript,MIT License
23083156,mui/material-ui,33663932,mui,JavaScript,MIT License
34526884,ant-design/ant-design,12101536,ant-design,TypeScript,MIT License
88464704,PanJiaChen/vue-element-admin,0,,Vue,MIT License
74791366,ryanmcdermott/clean-code-javascript,0,,JavaScript,MIT License
54173593,storybookjs/storybook,22632046,storybookjs,TypeScript,MIT License
33614304,nvbn/thefuck,0,,Python,MIT License
52631841,gothinkster/realworld,8601733,gothinkster,TypeScript,MIT License
1181927,bitcoin/bitcoin,528860,bitcoin,C++,MIT License
44571718,vuejs/awesome-vue,6128107,vuejs,,MIT License
20904437,gin-gonic/gin,7894478,gin-gonic,Go,MIT License
14747598,typicode/json-server,0,,JavaScript,MIT License
74293321,sveltejs/svelte,23617963,sveltejs,TypeScript,MIT License
612230,nvm-sh/nvm,49963700,nvm-sh,Shell,MIT License
