name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
uBlock,4.612817764282227,0.08620781075674136,0.15194164615750635,1.316332977122116e-10,0.15367352902573506,1.596461645431999e-11,0.1254238784528675
YouCompleteMe,14.770374298095703,1.3212097924432271,1.3979495546487062,2.757150333994962,0.9962623422801006,1.4073465845221506e-07,1.4546865905577078
Docker-OSX,15.953006744384766,0.40473488946707653,0.4979153654098002,1.4565659527736021,0.059266699404658826,3.003529257777159e-17,0.009926429747321892
Signal-Android,17.779645919799805,0.6062914015808942,1.5497067382051803,0.7923522973948637,0.6558674709872174,0.03353050131720986,3.054529061459795e-18
SpaceVim,24.596519470214844,0.5342609532169764,0.6752237103391163,0.8264360291325327,0.6233165466565525,2.0409516917330677e-11,0.5463284799362712
Ventoy,43.70695114135742,1.136670628854887,2.034472777992018,2.2374488318753567,0.8474051947948523,2.2055145032067293e-11,0.5640263395901521
Javascript,45.658159255981445,1.6348024434839736,1.5652761135891,1.0909831631010531,1.7125347377508542,1.837098936930884,1.968119266047977
faceswap,46.28467559814453,0.7645610768155126,1.1255490950696498,1.9227354682280304,0.6334785851074463,1.766001484534466e-15,0.14104223567243473
xxl-job,48.512210845947266,1.4123041584758809,2.044172211112405,2.1306629454190884,2.4259908221437,1.5429034469821524e-11,0.46069481368878246
Magisk,63.68444442749024,1.1145424959700931,1.273860679791068,1.540463309530403,1.4425868000689006,0.05219710719147083,1.2636045832686242
flameshot,66.88356399536133,0.7124776487271689,1.0790565188383952,1.2810696418238228,0.7458446549177976,0.06653243752408397,0.38988499053174447
vaultwarden,67.98685073852539,2.3225497134035624,2.276548147272342,2.5181556218614833,3.230204655240516,1.5222392211797782,2.065600921463693
freqtrade,71.12398147583008,3.583169536614455,4.615068489448371,3.222570734002893,4.05781971790465,2.852769762940278,3.167618978776083
iina,74.92837905883789,2.2139064307869853,2.971659224591454,2.5552100394223416,2.045201421490316,1.9875274852419542,1.5099339831888619
clash,76.06420516967773,1.8382297410832074,2.764811633044935,3.5855885944371204,1.4718051213125993,0.7581004657127446,0.6108428909086395
yuzu,78.21283340454102,2.4422716792399575,3.7488049142626156,2.292905148446418,1.888906210777754,1.8663028762865945,2.4144392464264057
acme.sh,81.99771881103516,2.9120596418830513,4.393270811309423,1.8969144247228726,3.8426683145518927,1.5085721615349872,2.9188724972960802
halo,84.58854675292969,2.9469496703271094,2.6598005871575756,1.7858420221455704,3.5431658284876892,2.9053944361104382,3.8405454777342736
ansible,89.00848388671875,3.521000795150987,3.7067031453949792,3.0564008850059934,3.6072634739436014,3.2507979374290485,3.9838385339813116
rustdesk,90.08153915405273,2.679714399625293,2.424538926364548,2.847683958070349,3.4851417276097307,1.2127697529024148,3.428437633179423
jumpserver,90.5746078491211,2.7146129944590935,3.8884300044701936,3.065085933462805,2.3407839346219923,1.9917538783866677,2.2870112213538096
yolov5,93.72871398925781,3.799835202807509,3.9520540154138697,4.701413915249739,4.283987554964136,1.680685439693124,4.381035088716677
netdata,93.74422073364258,3.270736103955482,4.026919012538187,3.567922347974512,2.926510778720053,2.380074507094669,3.452253873449988
