name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
RxAndroid,0.6440830230712891,0.07743430005748067,0.38650608978437256,0.0006654105013368436,5.820100758325172e-13,5.561898910448855e-13,5.557082774585903e-13
architecture-components-samples,4.852762222290039,0.17859815293946477,0.7081026462765979,0.07094001371068678,0.03245167864226183,0.08149582656210864,5.995056686899873e-07
localForage,5.044107437133789,0.15924067937461556,0.6624104364524834,0.1337700437447142,2.2112138120449093e-05,8.045300642624583e-07,7.695515960933138e-12
tesseract.js,10.473651885986328,2.1349027966226353,3.8190783418537784,1.2328496900413868,3.0217180877804704,0.0,2.600867863437541
handson-ml2,12.351179122924805,0.3138873411120203,0.6389745937754742,0.8972472955450733,0.033184533975587516,7.086806029796271e-17,3.028226396671156e-05
styleguide,14.788036346435545,0.5092358244255442,1.6511638266937647,0.05574708575462374,0.7010927197027034,1.8082643019806794e-06,0.13817368171232716
xi-editor,15.314159393310547,0.10453895822364342,0.2594337454118991,0.020369632781497206,0.14039045725337002,8.613771433680409e-12,0.10250095566283698
rxjs,20.44342041015625,0.6596163123529959,0.4699678143534165,1.480094061320082,0.7147115942557754,0.48906662927844036,0.14424146255726542
retrofit,21.076393127441406,0.4395526558613242,0.8786214789847685,0.9490617889392717,0.08083624693806217,0.27830465241036806,0.010939112034150936
zxing,23.65825653076172,0.28249730310712795,0.6154783042900753,0.4405902574665468,0.19057539277649824,0.0005334577311806104,0.16530910327133902
yapi,24.316978454589844,0.5917832850849545,1.297580211480583,1.5045710003761839,0.15676519096040378,2.2585545832779366e-08,2.205514503206727e-11
RxJava,24.563331604003906,0.6827673395892787,0.8218182824354323,1.0509831368567566,0.8287828366300248,0.06498237413867977,0.6472700678855002
leakcanary,25.977039337158203,0.3846364990976018,0.7349746050345562,0.7732432043095406,0.11558750446817408,0.012789793004545346,0.286587388671193
homebridge,26.177616119384766,0.7487480094862151,1.127441729539491,2.1666346800058,0.021885615135581418,0.4265062114813386,0.0012718112688648048
formik,27.62607574462891,1.2018962802282067,0.7114052774646958,2.8964691994575653,1.8680741040571882,0.5335328122754768,7.886106834837823e-09
CyberChef,28.979120254516598,1.1186199805045558,1.6851439993123645,2.443007481715867,1.0139053040767376,4.2334642106299505e-08,0.4510430750831675
zx,31.786165237426754,0.5728585706455267,0.6245691886612799,0.8453897811089159,0.4307739179912326,0.6386307159321233,0.32492924953408203
HanLP,31.975593566894535,0.8067502814931341,0.994987979014722,1.8664400539469646,0.6626499490437378,3.178113876483239e-16,0.5096734254602452
OpenAPI-Specification,34.009132385253906,1.3856052227084192,1.060057255214979,3.3764989710561077,1.3872707883268645,0.4799567885748432,0.6242423103693027
lottie-android,36.12460136413574,0.8356304686053869,0.7025508230997601,0.771230436755222,0.674890214351757,1.4339874447276573,0.5954934240925381
go-micro,38.899288177490234,0.8900309976447398,1.6073035974155252,0.7869322165957454,1.2923715190766771,0.1130490433851599,0.650498611750591
etcher,39.527950286865234,0.8084347390194946,2.0885731188850567,1.0516806686344813,0.2387765739221867,0.6558507198017904,0.007292613853957152
architecture-samples,39.609270095825195,0.6239650455273626,0.6362792926011095,1.5994120540153525,0.7042693917925235,0.029651797932224604,0.1502126912956034
guava,41.52229309082031,1.4710463544534012,1.6637883855916211,2.6021178160057357,3.0743048389363277,0.015019584363876747,1.1473694436844437e-06
